Frequency_Hz,Gain_Diff_dB,Gain_CM_dB,CMRR_dB
23687.0408,86.0163919,-105.311678,191.3280699
24239.3589,86.0163933,-102.69945,188.71584330000002
24804.5557,86.0163948,-103.591551,189.60794579999998
25382.9313,86.0163963,-119.994388,206.0107843
25974.7931,86.0163978,-106.895051,192.9114488
26580.4555,86.0163995,-113.390825,199.4072245
27200.2403,86.0164012,-105.586907,191.60330820000001
27834.4769,86.016403,-103.738306,189.754709
28483.5021,86.0164048,-120.317007,206.33341180000002
29147.6609,86.0164068,-104.079956,190.0963628
29827.306,86.0164088,-99.2439271,185.26033589999997
30522.7987,86.0164109,-118.176835,204.1932459
31234.5083,86.0164131,-101.035575,187.0519881
31962.8132,86.0164154,-99.5228843,185.53929970000002
32708.1001,86.0164177,-117.164381,203.18079870000003
33470.7652,86.0164202,-105.36071,191.3771302
34251.2135,86.0164228,-109.358656,195.37507879999998
35049.8598,86.0164255,-117.272916,203.28934149999998
35867.1284,86.0164282,-123.431477,209.44790519999998
36703.4535,86.0164311,-118.170657,204.1870881
37559.2794,86.0164341,-107.287503,193.30393709999998
38435.061,86.0164373,-101.950031,187.9664683
39331.2633,86.0164405,-108.760442,194.7768825
40248.3628,86.0164439,-122.464215,208.48065889999998
41186.8465,86.0164474,-102.091595,188.1080424
42147.2131,86.016451,-105.879796,191.89624700000002
43129.9729,86.0164548,-110.259404,196.2758588
44135.648,86.0164587,-101.908918,187.92537670000002
45164.7728,86.0164627,-122.034781,208.0512437
46217.894,86.0164669,-96.5577326,182.5741995
47295.5711,86.0164713,-115.71577,201.7322413
48398.3768,86.0164757,-120.801076,206.8175517
49526.8969,86.0164804,-105.686348,191.7028284
50681.7311,86.0164852,-105.683336,191.6998212
51863.493,86.0164902,-118.054389,204.0708792
53072.8103,86.0164953,-110.700841,196.7173363
54310.3257,86.0165006,-110.367561,196.3840616
55576.6966,86.0165061,-114.41038,200.4268861
56872.5959,86.0165117,-118.847472,204.8639837
58198.7121,86.0165175,-116.277354,202.29387150000002
59555.7497,86.0165235,-125.415082,211.4316055
60944.4299,86.0165297,-109.392612,195.40914170000002
62365.4903,86.016536,-109.269864,195.28640000000001
63819.686,86.0165426,-113.010898,199.02744059999998
65307.7896,86.0165493,-105.788703,191.8052523
66830.5919,86.0165562,-123.46274,209.4792962
68388.9018,86.0165632,-101.983833,188.0003962
69983.5473,86.0165705,-102.585113,188.6016835
71615.3756,86.0165779,-113.567108,199.5836859
73285.2538,86.0165856,-114.499049,200.5156346
74994.0691,86.0165934,-107.592655,193.6092484
76742.7293,86.0166014,-114.86,200.8766014
78532.1636,86.0166096,-100.608892,186.6255016
80363.3228,86.0166179,-107.403095,193.41971289999998
82237.1796,86.0166265,-102.523103,188.53972950000002
84154.7297,86.0166352,-103.795361,189.8119962
86116.992,86.0166441,-110.392846,196.4094901
88125.0089,86.0166532,-103.49581,189.5124632
90179.8474,86.0166624,-105.951869,191.96853140000002
92282.5992,86.0166718,-106.515039,192.53171079999998
94434.3816,86.0166814,-111.657104,197.67378539999999
96636.3377,86.0166912,-98.209971,184.2266622
98889.6375,86.0167011,-106.996931,193.0136321
101195.478,86.0167112,-104.921477,190.9381882
103555.085,86.0167214,-116.238016,202.2547374
105969.711,86.0167318,-102.873443,188.8901748
108440.64,86.0167424,-108.936352,194.9530944
110969.185,86.0167532,-96.0492195,182.0659727
113556.688,86.0167641,-109.39676,195.41352410000002
116204.525,86.0167751,-114.286694,200.3034691
118914.103,86.0167864,-108.674617,194.6914034
121686.86,86.0167978,-99.7667784,185.78357620000003
124524.271,86.0168094,-98.6790396,184.695849
127427.842,86.0168211,-102.356486,188.3733071
130399.117,86.016833,-98.1128229,184.1296559
133439.674,86.0168452,-100.898803,186.91564820000002
136551.129,86.0168575,-103.326792,189.3436495
139735.135,86.01687,-103.929297,189.946167
142993.383,86.0168827,-101.856377,187.8732597
146327.604,86.0168957,-101.896577,187.9134727
149739.571,86.0169089,-106.971365,192.98827390000002
153231.096,86.0169224,-105.866021,191.8829434
156804.033,86.0169361,-99.5580316,185.5749677
160460.282,86.0169501,-104.591033,190.6079831
164201.785,86.0169644,-106.446332,192.4632964
168030.529,86.016979,-103.700411,189.71739000000002
171948.55,86.016994,-102.845834,188.86282799999998
175957.928,86.0170094,-100.079231,186.0962404
180060.795,86.0170251,-100.100827,186.1178521
184259.329,86.0170413,-109.818551,195.8355923
188555.761,86.0170579,-110.464781,196.4818389
192952.375,86.017075,-97.0089079,183.0259829
197451.506,86.0170926,-103.321048,189.3381406
202055.545,86.0171107,-108.589968,194.6070787
206766.938,86.0171295,-112.368798,198.38592749999998
211588.187,86.0171489,-97.459208,183.47635689999998
216521.856,86.0171689,-101.217801,187.2349699
221570.564,86.0171897,-117.364408,203.3815977
226736.994,86.0172112,-100.477903,186.4951142
232023.892,86.0172335,-106.306767,192.3240005
237434.066,86.0172566,-102.774428,188.7916846
242970.39,86.0172807,-102.605157,188.6224377
248635.807,86.0173057,-111.749383,197.76668869999997
254433.326,86.0173317,-117.07393,203.09126170000002
260366.028,86.0173588,-113.14017,199.1575288
266437.065,86.017387,-113.471269,199.488656
272649.661,86.0174164,-104.816971,190.8343874
279007.119,86.0174471,-110.264435,196.28188210000002
285512.816,86.0174791,-110.150258,196.1677371
292170.208,86.0175125,-109.798175,195.8156875
298982.832,86.0175474,-102.371653,188.3892004
305954.309,86.0175838,-112.353462,198.3710458
313088.341,86.0176219,-116.339549,202.3571709
320388.72,86.0176617,-108.30939,194.3270517
327859.325,86.0177033,-106.365761,192.3834643
335504.124,86.0177468,-110.555779,196.5735258
343327.179,86.0177923,-127.524229,213.5420213
351332.646,86.0178399,-113.453656,199.47149589999998
359524.78,86.0178897,-114.163118,200.1810077
367907.932,86.0179419,-112.096914,198.1148559
376486.557,86.0179964,-112.962019,198.9800154
385265.212,86.0180536,-119.604067,205.62212060000002
394248.562,86.0181133,-112.0377,198.0558133
403441.379,86.0181759,-107.586681,193.60485690000002
412848.549,86.0182414,-104.676947,190.6951884
422475.068,86.0183101,-109.578229,195.59653909999997
432326.052,86.0183819,-110.936015,196.9543969
442406.734,86.0184571,-113.918834,199.9372911
452722.471,86.0185359,-110.017428,196.0359639
463278.743,86.0186184,-115.635471,201.65408939999998
474081.159,86.0187048,-114.441212,200.45991679999997
485135.458,86.0187952,-115.541433,201.56022819999998
496447.514,86.0188899,-110.042364,196.0612539
508023.336,86.0189892,-116.700272,202.7192612
519869.076,86.019093,-108.574122,194.593215
531991.026,86.0192019,-120.539268,206.5584699
544395.628,86.0193158,-120.381582,206.4008978
557089.472,86.0194351,-122.485311,208.50474609999998
570079.302,86.0195601,-112.239474,198.2590341
583372.02,86.019691,-116.935631,202.955322
596974.689,86.0198281,-116.148983,202.1688111
610894.535,86.0199716,-114.169014,200.18898560000002
625138.955,86.0201219,-120.79577,206.8158919
639715.516,86.0202794,-111.833359,197.85363840000002
654631.963,86.0204442,-114.76499,200.7854342
669896.222,86.0206169,-126.763255,212.7838719
685516.403,86.0207977,-112.974821,198.99561870000002
701500.804,86.020987,-118.377242,204.39822900000001
717857.919,86.0211853,-125.34662,211.3678053
734596.437,86.021393,-113.982433,200.003826
751725.253,86.0216104,-118.474093,204.4957034
769253.467,86.0218381,-120.557678,206.57951609999998
787190.391,86.0220766,-125.462582,211.4846586
805545.557,86.0223263,-125.531856,211.5541823
824328.715,86.0225877,-111.768195,197.79078270000002
843549.847,86.0228615,-136.261615,222.2844765
863219.164,86.0231483,-116.026039,202.0491873
883347.116,86.0234485,-126.027352,212.05080049999998
903944.398,86.0237629,-133.054479,219.07824189999997
925021.953,86.0240921,-128.189913,214.2140051
946590.98,86.0244368,-127.379122,213.40355879999998
968662.94,86.0247978,-132.72561,218.7504078
991249.557,86.0251758,-125.535651,211.5608268
1014362.83,86.0255716,-121.860085,207.8856566
1038015.05,86.025986,-131.121214,217.1472
1062218.77,86.02642,-128.20215,214.22857
1086986.86,86.0268744,-126.737172,212.76404639999998
1112332.48,86.0273502,-125.104455,211.1318052
1138269.08,86.0278483,-118.578062,204.6059103
1164810.46,86.02837,-120.680473,206.708843
1191970.71,86.0289162,-130.096366,216.1252822
1219764.27,86.0294881,-131.551098,217.5805861
1248205.89,86.0300869,-137.772765,223.8028519
1277310.7,86.0307139,-130.582312,216.6130259
1307094.16,86.0313704,-121.92014,207.95151040000002
1337572.08,86.0320577,-118.58239,204.6144477
1368760.67,86.0327774,-121.80663,207.8394074
1400676.49,86.0335309,-120.09827,206.1318009
1433336.51,86.0343198,-127.87805,213.91236980000002
1466758.06,86.0351458,-121.090438,207.12558380000002
1500958.92,86.0360106,-120.060779,206.0967896
1535957.25,86.036916,-130.390228,216.427144
1571771.65,86.037864,-128.552995,214.59085900000002
1608421.14,86.0388564,-125.129509,211.1683654
1645925.2,86.0398954,-124.8864,210.92629540000001
1684303.76,86.0409832,-127.100016,213.1409992
1723577.2,86.042122,-128.030086,214.07220800000002
1763766.39,86.0433142,-130.989212,217.0325262
1804892.68,86.0445623,-132.018066,218.0626283
1846977.93,86.0458689,-138.636749,224.68261790000003
1890044.5,86.0472367,-143.425977,229.47321369999997
1934115.26,86.0486685,-139.170929,225.21959750000002
1979213.63,86.0501673,-135.963645,222.0138123
2025363.57,86.0517362,-122.491237,208.5429732
2072589.61,86.0533785,-122.507228,208.5606065
2120916.84,86.0550975,-124.28157,210.3366675
2170370.92,86.0568967,-127.42076,213.4776567
2220978.14,86.05878,-129.135665,215.19444499999997
2272765.38,86.060751,-132.327177,218.387928
2325760.17,86.0628139,-137.613429,223.67624289999998
2379990.65,86.0649729,-137.944465,224.00943790000002
2435485.64,86.0672323,-130.636461,216.7036933
2492274.62,86.0695967,-123.735752,209.80534870000002
2550387.77,86.0720709,-126.137742,212.2098129
2609855.96,86.0746599,-130.372319,216.4469789
2670710.79,86.0773688,-141.301202,227.37857079999998
2732984.6,86.080203,-139.040101,225.12030399999998
2796710.46,86.0831683,-128.260472,214.3436403
2861922.23,86.0862703,-123.888655,209.9749253
2928654.57,86.0895153,-132.619146,218.70866130000002
2996942.93,86.0929096,-133.675829,219.7687386
3066823.59,86.0964596,-126.733163,212.8296226
3138333.68,86.1001723,-122.288089,208.3882613
3211511.19,86.1040548,-119.189625,205.2936798
3286395.0,86.1081143,-126.319022,212.4271363
3363024.91,86.1123585,-121.758138,207.8704965
3441441.61,86.1167953,-117.965351,204.0821463
3521686.79,86.1214327,-115.405828,201.5272607
3603803.07,86.1262792,-118.262994,204.3892732
3687834.07,86.1313434,-115.338101,201.4694444
3773824.46,86.1366341,-112.92888,199.0655141
3861819.91,86.1421606,-110.781924,196.92408460000001
3951867.18,86.147932,-110.380017,196.52794899999998
4044014.1,86.1539581,-108.521364,194.67532210000002
4138309.65,86.1602483,-106.883322,193.0435703
4234803.92,86.1668128,-106.227296,192.3941088
4333548.17,86.1736613,-105.471508,191.64516930000002
4434594.87,86.180804,-103.991194,190.17199799999997
4537997.71,86.188251,-102.621113,188.809364
4643811.63,86.1960121,-102.355301,188.55131310000002
4752092.84,86.2040973,-101.000985,187.20508230000002
4862898.88,86.2125163,-101.363211,187.5757273
4976288.62,86.2212783,-99.2084567,185.429735
5092322.31,86.2303923,-99.2397676,185.4701599
5211061.59,86.2398665,-97.3201155,183.559982
5332569.55,86.2497084,-96.8387271,183.0884355
5456910.74,86.2599244,-95.1535903,181.4135147
5584151.25,86.2705198,-94.3842986,180.6548184
5714358.65,86.2814984,-93.8970535,180.1785519
5847602.15,86.292862,-92.3926271,178.68548909999998
5983952.52,86.3046103,-91.5302825,177.83489279999998
6123482.22,86.3167404,-90.6324676,176.949208
6266265.38,86.3292458,-89.7044306,176.0336764
6412377.86,86.3421168,-88.7646643,175.1067811
6561897.29,86.3553388,-87.7949681,174.1503069
6714903.1,86.3688921,-86.8194179,173.18831
6871476.61,86.3827507,-85.9620257,172.3447764
7031700.99,86.3968814,-84.9049865,171.3018679
7195661.37,86.4112424,-83.852355,170.2635974
7363444.86,86.4257821,-82.8499234,169.27570550000002
7535140.62,86.4404372,-81.8454796,168.2859168
7710839.86,86.4551311,-80.8391959,167.294327
7890635.93,86.4697714,-79.7987268,166.2684982
8074624.37,86.4842478,-78.873614,165.35786180000002
8262902.92,86.4984292,-77.8836774,164.3821066
8455571.62,86.5121602,-76.8672489,163.3794091
8652732.84,86.5252579,-75.870787,162.3960449
8854491.33,86.5375073,-74.8536043,161.3911116
9060954.28,86.5486571,-73.8413817,160.3900388
9272231.4,86.5584141,-72.8543798,159.4127939
9488434.93,86.5664377,-71.8644194,158.4308571
9709679.74,86.5723331,-70.903843,157.47617609999998
9936083.39,86.5756443,-69.8965559,156.47220019999997
10167766.2,86.5758463,-68.8833057,155.459152
10404851.2,86.572337,-67.8788962,154.4512332
10647464.3,86.5644278,-66.8827412,153.447169
10895734.6,86.551335,-65.9003375,152.4516725
11149793.9,86.5321698,-64.9101882,151.442358
11409777.1,86.5059296,-63.9153905,150.4213201
11675822.5,86.4714891,-62.9317598,149.4032489
11948071.3,86.4275929,-61.9488599,148.37645279999998
12226668.2,86.3728498,-60.9604237,147.3332735
12511761.3,86.3057295,-59.988453,146.2941825
12803502.0,86.2245631,-59.0104326,145.2349957
13102045.2,86.1275478,-58.0414421,144.16898989999999
13407549.7,86.0127564,-57.0739473,143.0867037
13720177.8,85.8781539,-56.1186848,141.9968387
14040095.5,85.7216199,-55.1609384,140.8825583
14367472.8,85.5409784,-54.2233903,139.7643687
14702483.7,85.3340336,-53.2810289,138.6150625
15045306.1,85.0986117,-52.3557762,137.4543879
15396122.2,84.8326064,-51.4388992,136.2715056
15755118.4,84.5340269,-50.5343488,135.0683757
16122485.5,84.2010442,-49.643088,133.8441322
16498418.5,83.832035,-48.7644604,132.5964954
16883117.3,83.4256194,-47.9003481,131.3259675
17276786.3,82.9806908,-47.0564918,130.0371826
17679634.5,82.4964374,-46.2265554,128.72299280000001
18091876.1,81.9723533,-45.4194166,127.39176989999999
18513730.1,81.4082422,-44.6335079,126.0417501
18945420.5,80.8042118,-43.8677377,124.67194950000001
19387176.9,80.1606628,-43.1255074,123.28617019999999
19839233.7,79.4782719,-42.4067094,121.88498129999999
20301831.4,78.757971,-41.7132126,120.47118359999999
20775215.6,78.0009238,-41.0448236,119.0457474
21259637.8,77.2084984,-40.4017105,117.6102089
21755355.4,76.3822391,-39.7851871,116.16742620000001
22262631.9,75.5238361,-39.1950284,114.7188645
22781736.7,74.6350932,-38.6300174,113.2651106
23312945.6,73.7178955,-38.091638,111.8095335
23856540.8,72.7741779,-37.5784305,110.35260840000001
24412811.3,71.8058931,-37.0901877,108.89608080000001
24982052.5,70.8149835,-36.6268948,107.4418783
25564566.8,69.8033546,-36.1873459,105.9907005
26160663.9,68.7728528,-35.7715878,104.5444406
26770660.3,67.7252467,-35.3789653,103.10421199999999
27394880.2,66.6622127,-35.0088593,101.671072
28033655.2,65.585325,-34.6610236,100.2463486
28687324.7,64.4960488,-34.3350778,98.8311266
29356236.1,63.3957372,-34.0305905,97.4263277
30040744.7,62.2856312,-33.7473613,96.0329925
30741214.2,61.1668618,-33.4852223,94.6520841
31458016.7,60.0404538,-33.2439575,93.2844113
32191533.1,58.9073317,-33.0234859,91.9308176
32942153.2,57.7683256,-32.8237292,90.5920548
33710275.8,56.6241782,-32.6446024,89.2687806
34496308.8,55.4755521,-32.4861013,87.9616534
35300670.1,54.3230369,-32.3481713,86.6712082
36123786.9,53.167156,-32.2307466,85.39790260000001
36966096.6,52.0083737,-32.133773,84.1421467
37828046.7,50.8471014,-32.0571405,82.9042419
38710095.1,49.6837032,-32.0007284,81.6844316
39612710.6,48.5185018,-31.9643681,80.4828699
40536372.6,47.3517832,-31.9478447,79.2996279
41481571.9,46.1838014,-31.9508695,78.1346709
42448810.7,45.0147822,-31.9731471,76.98792929999999
43438603.0,43.844927,-32.0143002,75.85922719999999
44451474.5,42.6744162,-32.0739143,74.74833050000001
45487963.5,41.5034117,-32.1515132,73.6549249
46548620.6,40.3320598,-32.2465958,72.5786556
47634009.4,39.1604934,-32.3586033,71.5190967
48744706.6,37.988834,-32.4869502,70.47578419999999
49881302.2,36.8171932,-32.6310189,69.4482121
51044400.2,35.6456748,-32.7901709,68.4358457
52234618.5,34.4743754,-32.9637425,67.43811790000001
53452589.5,33.3033864,-33.1510601,66.4544465
54698960.3,32.1327945,-33.3514481,65.4842426
55974393.2,30.9626826,-33.5642255,64.5269081
57279565.7,29.7931312,-33.7887135,63.581844700000005
58615171.3,28.6242183,-34.0242424,62.6484607
59981919.6,27.4560207,-34.2701545,61.7261752
61380536.9,26.288614,-34.5258085,60.81442249999999
62811766.1,25.1220734,-34.7905802,59.9126536
64276367.8,23.9564741,-35.0638676,59.0203417
65775120.1,22.7918917,-35.3450897,58.1369814
67308819.2,21.6284023,-35.6336901,57.2620924
68878280.1,20.466083,-35.9291393,56.3952223
70484336.5,19.3050119,-36.2309317,55.535943599999996
72127841.9,18.1452688,-36.5385904,54.6838592
73809669.5,16.9869348,-36.8516627,53.8385975
75530712.7,15.830093,-37.1697233,52.9998163
77291886.1,14.6748282,-37.4923731,52.1672013
79094125.2,13.5212272,-37.8192378,51.340465
80938387.8,12.3693792,-38.149968,50.5193472
82825653.6,11.2193752,-38.4842382,49.7036134
84756925.4,10.0713088,-38.8217454,48.893054199999995
86733229.2,8.92527551,-39.1622096,48.087485109999996
88755615.1,7.78137351,-39.5053715,47.286745010000004
90825157.7,6.63970308,-39.8509916,46.490694680000004
92942956.4,5.50036686,-40.1988508,45.69921766
95110136.5,4.3634697,-40.5487469,44.912216599999994
97327849.4,3.22911865,-40.9004958,44.129614450000005
99597273.4,2.09742285,-41.2539296,43.35135245
101919614.0,0.968493435,-41.6088961,42.577389535
104296106.0,-0.157556621,-41.9652576,41.807700979
106728011.0,-1.28061264,-42.32289,41.04227736
109216622.0,-2.40055843,-42.6816825,40.281124070000004
111763260.0,-3.51727652,-43.0415366,39.52426008
114369279.0,-4.63064836,-43.402365,38.77171664
117036063.0,-5.74055462,-43.7640913,38.02353668
119765030.0,-6.84687547,-44.1266491,37.27977363
122557629.0,-7.94949091,-44.4899817,36.54049079
125415343.0,-9.04828115,-44.8540407,35.80575955
128339692.0,-10.1431269,-45.2187862,35.0756593
131332229.0,-11.23391,-45.5841854,34.3502754
134394544.0,-12.3205135,-45.9502127,33.629699200000005
137528264.0,-13.4028225,-46.3168486,32.9140261
140735053.0,-14.4807243,-46.6840794,32.2033551
144016617.0,-15.5541093,-47.0518963,31.497787000000002
147374698.0,-16.6228711,-47.420295,30.797423900000002
150811080.0,-17.6869074,-47.7892753,30.1023679
154327589.0,-18.7461202,-48.1588403,29.4127201
157926094.0,-19.8004168,-48.5289957,28.728578900000002
161608506.0,-20.8497099,-48.8997496,28.0500397
165376782.0,-21.8939187,-49.2711116,27.377192899999997
169232925.0,-22.9329688,-49.6430926,26.7101238
173178982.0,-23.9667936,-50.0157038,26.048910199999998
177217051.0,-24.9953338,-50.3889567,25.3936229
181349276.0,-26.0185388,-50.7628622,24.7443234
185577854.0,-27.0363669,-51.1374302,24.101063299999996
189905031.0,-28.0487856,-51.512669,23.463883400000004
194333107.0,-29.055772,-51.8885851,22.8328131
198864433.0,-30.0573134,-52.2651824,22.207869
203501417.0,-31.0534075,-52.6424617,21.5890542
208246524.0,-32.0440624,-53.0204207,20.9763583
213102273.0,-33.0292971,-53.399053,20.3697559
218071246.0,-34.0091416,-53.7783478,19.7692062
223156082.0,-34.9836366,-54.1582895,19.174652900000005
228359482.0,-35.9528337,-54.5388571,18.586023400000002
233684212.0,-36.9167949,-54.9200238,18.003228900000003
239133100.0,-37.875593,-55.3017563,17.4261633
244709041.0,-38.8293106,-55.6840144,16.854703800000003
250414999.0,-39.7780398,-56.06675,16.288710199999997
256254004.0,-40.7218817,-56.4499071,15.7280254
262229159.0,-41.6609457,-56.8334203,15.172474600000001
268343639.0,-42.5953486,-57.2172144,14.621865800000002
274600692.0,-43.5252135,-57.6012037,14.0759902
281003642.0,-44.450669,-57.9852902,13.534621200000004
287555892.0,-45.3718476,-58.3693636,12.997515999999997
294260923.0,-46.2888848,-58.7532989,12.464414099999999
301122298.0,-47.2019169,-59.1369561,11.935039199999999
308143661.0,-48.1110795,-59.5201777,11.409098199999995
315328743.0,-49.0165057,-59.9027877,10.886281999999994
322681363.0,-49.9183238,-60.2845893,10.366265499999997
330205425.0,-50.8166548,-60.6653631,9.848708299999998
337904929.0,-51.71161,-61.0448643,9.3332543
345783964.0,-52.6032877,-61.4228206,8.819532899999999
353846717.0,-53.4917703,-61.7989287,8.307158399999999
362097472.0,-54.3771201,-62.1728517,7.795731600000003
370540613.0,-55.259376,-62.544215,7.284838999999998
379180625.0,-56.138548,-62.9126026,6.7740545999999995
388022098.0,-57.0146128,-63.2775522,6.2629394000000005
397069731.0,-57.8875075,-63.638551,5.7510435000000015
406328331.0,-58.7571232,-63.9950294,5.237906199999998
415802816.0,-59.6232972,-64.3463553,4.723058099999996
425498221.0,-60.4858045,-64.6918268,4.206022300000001
435419697.0,-61.3443474,-65.030665,3.6863176000000024
445572515.0,-62.1985443,-65.3620051,3.163460800000003
455962069.0,-63.0479155,-65.6848868,2.636971299999999
466593880.0,-63.8918671,-65.9982432,2.1063761000000056
477473595.0,-64.7296723,-66.300889,1.5712166999999937
488606997.0,-65.5604483,-66.5915065,1.0310581999999897
500000000.0,-66.3831293,-66.8686302,0.48550090000000523
